Incident Number,Date/Time,Address,Incident Type,Completed,Reviewed,,,,,
0008727 - 000,11/20/21 21:24,2769 N IH 35,"550 - Public service assistance, other",Yes,Yes,,,,,
0008728 - 000,11/20/21 21:59,1942 S IH 35,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0008729 - 000,11/20/21 22:09,1850 Aquarena Springs Dr  # 13/14,"700 - False alarm or false call, other",Yes,Yes,,,,,
0008730 - 000,11/20/21 23:34,1240 W San Antonio St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008731 - 000,11/21/21 0:58,202 N LBJ Dr  # A,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008732 - 000,11/21/21 1:03,1942 S IH 35,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0008733 - 000,11/21/21 2:15,3085 Hwy 123  # 8103,"510 - Person in distress, other",Yes,Yes,,,,,
0008734 - 000,11/21/21 2:27,2041 S IH 35,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008735 - 000,11/21/21 3:08,430 Riverside Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008736 - 000,11/21/21 3:21,607 N Edward Gary St  # 307,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008737 - 000,11/21/21 4:43,125 Blue Oak Blvd,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0008738 - 000,11/21/21 7:38,200 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008739 - 000,11/21/21 10:44,921 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008740 - 000,11/21/21 11:15,400 Linda Dr  # 10,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008741 - 000,11/21/21 11:59,1600 Hwy 21,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008742 - 000,11/21/21 12:41,300 S Stagecoach Trl  # LOBBY,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008743 - 000,11/21/21 13:30,208 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008744 - 000,11/21/21 14:11,202 Leather Oak Lp,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008745 - 000,11/21/21 14:54,205 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008746 - 000,11/21/21 16:09,112 W Hopkins St  # ROOF,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008747 - 000,11/21/21 18:03,214 Ellis St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008748 - 000,11/21/21 18:35,198 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008749 - 000,11/21/21 18:44,720 Dancing Oak Ln,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008750 - 000,11/21/21 19:34,1404 Brown St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008751 - 000,11/21/21 19:43,803 Barbara Dr,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0008753 - 000,11/21/21 20:08,1354 Thorpe Ln  # BLDG2/3,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008754 - 000,11/21/21 20:02,108 N IH 35  # 112,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008755 - 000,11/21/21 22:09,1850 Aquarena Springs Dr  # 13/14,"710 - Malicious, mischievous false call, other",Yes,Yes,,,,,
0008756 - 000,11/21/21 22:24,909 Thurman Rd,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008757 - 000,11/21/21 22:44,253 Hwy 80 Trl,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008758 - 000,11/21/21 23:17,701 Moore St  # B214,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008759 - 000,11/22/21 1:31,345 Champions Blvd  # 1217,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008760 - 000,11/22/21 5:23,1300 Deertrail Dr,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008761 - 000,11/22/21 6:38,1610 N IH 35  # 1037,733 - Smoke detector activation due to malfunction,Yes,Yes,,,,,
0008762 - 000,11/22/21 7:37,Clovis Barker Rd,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008763 - 000,11/22/21 7:45,5401 Airport Highway 21,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008765 - 000,11/22/21 11:06,4015 S IH 35  # 600,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008766 - 000,11/22/21 11:18,137 Gray Wolf Dr,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0008767 - 000,11/22/21 11:26,235 Singing Sumac Way,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008768 - 000,11/22/21 11:48,1900 Medical Pkwy  # RM 201B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008770 - 000,11/22/21 12:25,Long St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008772 - 000,11/22/21 14:02,1250 Sadler Dr  # BACK,154 - Dumpster or other outside trash receptacle fire,Yes,Yes,,,,,
0008773 - 000,11/22/21 14:11,1401 Wonder World Dr  # LOBBY,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008774 - 000,11/22/21 15:00,1600 N IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008775 - 000,11/22/21 15:28,205 NB,553 - Public service,Yes,Yes,,,,,
0008776 - 000,11/22/21 15:56,1805 N IH 35  # 17E,552 - Police matter,Yes,Yes,,,,,
0008777 - 000,11/22/21 15:52,208 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008778 - 000,11/22/21 16:45,1140 Invasion St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008779 - 000,11/22/21 16:56,204 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008780 - 000,11/22/21 17:06,206 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008781 - 000,11/22/21 19:57,2500 N IH 35,631 - Authorized controlled burning,Yes,Yes,,,,,
0008782 - 000,11/22/21 19:57,4440 S Old Stagecoach Rd  # PLOT,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008783 - 000,11/22/21 20:06,921 N IH 35  # OUTSIDE,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008784 - 000,11/22/21 21:01,200 NB,553 - Public service,Yes,Yes,,,,,
0008785 - 000,11/22/21 21:02,1401 Clyde St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008786 - 000,11/22/21 22:10,1850 Aquarena Springs Dr  # BLD13-15,"730 - System malfunction, other",Yes,Yes,,,,,
0008787 - 000,11/22/21 23:26,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008789 - 000,11/23/21 5:57,1117 N LBJ Dr,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0008790 - 000,11/23/21 7:48,Roosevelt St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008791 - 000,11/23/21 8:48,827 W MLK Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008792 - 000,11/23/21 9:20,300 S Stagecoach Trl  # 3106,381 - Rescue or EMS standby,Yes,Yes,,,,,
0008793 - 000,11/23/21 9:27,1304 Wonder World Dr  # 3,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008794 - 000,11/23/21 11:23,101 Concho St  # 200,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008795 - 000,11/23/21 11:28,1506 S IH 35  # PLAYGROU,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008796 - 000,11/23/21 12:06,802 Leah Ave  # 234,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008797 - 000,11/23/21 12:08,205 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008798 - 000,11/23/21 13:17,EXIT 204B SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008799 - 000,11/23/21 13:21,204 SB,"510 - Person in distress, other",Yes,Yes,,,,,
0008800 - 000,11/23/21 13:24,202 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008801 - 000,11/23/21 17:17,1354 Thorpe Ln  # 1102,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008802 - 000,11/23/21 17:53,1811 Medical Pkwy  # FRONT,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008803 - 000,11/23/21 18:18,4300 S IH 35,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008804 - 000,11/23/21 19:17,708 Barbara Dr,"600 - Good intent call, other",Yes,Yes,,,,,
0008805 - 000,11/23/21 19:25,555 Cheatham St,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008806 - 000,11/23/21 20:40,108 Dolly St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008807 - 000,11/24/21 2:52,630 E Hopkins St,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0008808 - 000,11/24/21 2:57,107 W Sierra Cir,381 - Rescue or EMS standby,Yes,Yes,,,,,
0008809 - 000,11/24/21 5:46,2300 S IH 35,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008810 - 000,11/24/21 9:26,104 Callado Cir,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes,,,,,
0008811 - 000,11/24/21 12:00,202 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008812 - 000,11/24/21 12:02,1200 Hwy 80 St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008813 - 000,11/24/21 12:04,208 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008814 - 000,11/24/21 12:07,201 SB,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008817 - 000,11/24/21 12:27,206 NB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008818 - 000,11/24/21 13:26,202 NB,553 - Public service,Yes,Yes,,,,,
0008819 - 000,11/24/21 13:31,201 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008820 - 000,11/24/21 14:42,2007 Castle Bluff Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008821 - 000,11/24/21 15:47,1351 Sadler Dr  # 515A,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008822 - 000,11/24/21 15:55,1103 N Bishop St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008823 - 000,11/24/21 17:42,584 Lookout Ridge Lp,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008824 - 000,11/24/21 17:49,2980 S IH 35,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008825 - 000,11/24/21 17:59,206 N SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008826 - 000,11/24/21 18:29,2600 Hunter Rd  # 3106Y,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008827 - 000,11/24/21 18:34,205 S C M Allen Pkwy,553 - Public service,Yes,Yes,,,,,
0008828 - 000,11/24/21 19:23,320 Perry St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008829 - 000,11/24/21 19:44,1011 Wonder World Dr  # 1703,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008830 - 000,11/24/21 19:46,116 Sky Meadows Cir,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0008831 - 000,11/24/21 20:32,811 S Guadalupe St  # 127,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008832 - 000,11/24/21 21:33,204 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008834 - 000,11/25/21 6:10,1001 E McCarty Ln,735 - Alarm system sounded due to malfunction,Yes,Yes,,,,,
0008835 - 000,11/25/21 8:18,199 NB,553 - Public service,Yes,Yes,,,,,
0008837 - 000,11/25/21 8:34,201 NB,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008838 - 000,11/25/21 8:43,202 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008839 - 000,11/25/21 9:18,320 Perry St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008840 - 000,11/25/21 9:42,345 Champions Blvd  # 825,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008841 - 000,11/25/21 10:50,Hwy 80,631 - Authorized controlled burning,Yes,Yes,,,,,
0008842 - 000,11/25/21 11:41,206 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008843 - 000,11/25/21 12:13,1654 Post Rd  # 235,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008844 - 000,11/25/21 13:49,314 Goldenrod,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008845 - 000,11/25/21 14:48,1401 Wonder World Dr  # LOBBY,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008846 - 000,11/25/21 17:07,2624 Oak Haven,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008847 - 000,11/25/21 17:58,226 North St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008848 - 000,11/25/21 19:10,2913 Hunter Rd  # 1116,"113 - Cooking fire, confined to container",Yes,Yes,,,,,
0008849 - 000,11/25/21 22:59,427 Lindsey St  # 112,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008850 - 000,11/26/21 4:20,191 Cotter Ave  # 3215,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008851 - 000,11/26/21 5:10,600 Cascade Trl,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008852 - 000,11/26/21 6:48,909 Thurman Rd,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008853 - 000,11/26/21 8:21,205 Flint Ridge Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008854 - 000,11/26/21 9:08,1640 Aquarena Springs Dr  # 2103,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008855 - 000,11/26/21 9:09,801 Sturgeon Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008856 - 000,11/26/21 9:32,601 Leah Ave  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008857 - 000,11/26/21 11:52,114 Old Settlers Dr,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008858 - 000,11/26/21 13:37,206 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008859 - 000,11/26/21 15:10,300 S Stagecoach Trl  # 3106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008861 - 000,11/26/21 16:26,204 NB,553 - Public service,Yes,Yes,,,,,
0008862 - 000,11/26/21 18:34,639 E Hopkins St  # PHARMACY,381 - Rescue or EMS standby,Yes,Yes,,,,,
0008863 - 000,11/26/21 18:46,206 Roosevelt St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008864 - 000,11/26/21 19:18,204 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008865 - 000,11/26/21 20:10,300 S Stagecoach Trl  # 3106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008866 - 000,11/26/21 20:21,W Access Rd,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008867 - 000,11/26/21 20:25,1615 Post Rd,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008868 - 000,11/26/21 20:35,2769 N IH 35,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008869 - 000,11/26/21 23:27,2016 Castle Gate Cir,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008870 - 000,11/27/21 6:07,719 Barbara Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008871 - 000,11/27/21 6:30,300 S Stagecoach Trl  # 3106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008872 - 000,11/27/21 8:09,1401 Clyde St  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008873 - 000,11/27/21 10:21,2130 Post Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008874 - 000,11/27/21 10:46,700 S LBJ Dr,"651 - Smoke scare, odor of smoke",Yes,Yes,,,,,
0008875 - 000,11/27/21 11:10,1401 Wonder World Dr  # 217,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008876 - 000,11/27/21 12:14,Craddock Ave,553 - Public service,Yes,Yes,,,,,
0008877 - 000,11/27/21 13:37,1900 Medical Pkwy  # LOBBY,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008878 - 000,11/27/21 17:04,800 N Bishop St,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008879 - 000,11/27/21 17:17,2600 Hunter Rd  # 1108,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008880 - 000,11/27/21 17:27,Rio Vista St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008881 - 000,11/27/21 17:52,3939 S IH 35  # ACCESS,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008882 - 000,11/27/21 18:41,1600 N IH 35  # 203,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008883 - 000,11/27/21 19:01,550 Barnes Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008884 - 000,11/27/21 19:29,300 S Stagecoach Trl  # 3106,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008885 - 000,11/27/21 20:24,E Access Rd,"550 - Public service assistance, other",Yes,Yes,,,,,
0008886 - 000,11/27/21 21:25,1101 E River Ridge Pkwy  # 325,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008887 - 000,11/28/21 0:33,158 S Fredericksburg St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008888 - 000,11/28/21 4:35,1506 S IH 35  # 4413,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008889 - 000,11/28/21 4:54,204 SB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008890 - 000,11/28/21 7:07,1202 Thorpe Ln  # 609,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008891 - 000,11/28/21 7:35,Ramsay St,412 - Gas leak (natural gas or LPG),Yes,Yes,,,,,
0008892 - 000,11/28/21 12:48,200 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008894 - 000,11/28/21 13:00,2213 S IH 35  # PLOT,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008895 - 000,11/28/21 14:25,1415 Craddock Ave  # OFFICE,381 - Rescue or EMS standby,Yes,Yes,,,,,
0008896 - 000,11/28/21 16:15,601 River Rd  # 605,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008897 - 000,11/28/21 17:39,121 Craddock Ave,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008898 - 000,11/28/21 17:48,101 Old Settlers Dr,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008899 - 000,11/28/21 17:53,1201 Thorpe Ln  # 168,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008900 - 000,11/28/21 18:03,208 NB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008901 - 000,11/28/21 18:56,1415 Craddock Ave  # OFFICE,552 - Police matter,Yes,Yes,,,,,
0008902 - 000,11/28/21 19:26,2113 North View Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008903 - 000,11/28/21 19:45,E Hopkins St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008904 - 000,11/28/21 20:08,W Wonder World Dr,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008905 - 000,11/29/21 0:28,120 Bert Brown Rd,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008906 - 000,11/29/21 1:31,612 Mill St  # A,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008908 - 000,11/29/21 4:47,1013 Cheatham St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008909 - 000,11/29/21 6:28,503 Springtown Way  # 109,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008910 - 000,11/29/21 6:46,802 Leah Ave  # 318,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008911 - 000,11/29/21 7:44,500 Wonder World Dr,552 - Police matter,Yes,Yes,,,,,
0008912 - 000,11/29/21 8:11,314 Herndon St,554 - Assist invalid,Yes,Yes,,,,,
0008913 - 000,11/29/21 10:11,400 Uhland Rd  # RM200,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008914 - 000,11/29/21 10:30,Yarrington Rd,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008915 - 000,11/29/21 10:42,1401 Clyde St  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008916 - 000,11/29/21 11:40,EXIT 206 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008917 - 000,11/29/21 11:43,584 Lookout Ridge Lp,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008918 - 000,11/29/21 13:17,226 Alford St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008920 - 000,11/29/21 13:33,199 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008921 - 000,11/29/21 15:19,1415 Craddock Ave,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008922 - 000,11/29/21 15:55,1506 Mockingbird Dr,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008923 - 000,11/29/21 17:50,101 Centerpoint Rd  # B,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008924 - 000,11/29/21 18:16,E Hopkins St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008925 - 000,11/29/21 19:02,In front of 1004 Hwy 123,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008927 - 000,11/29/21 19:48,1506 S IH 35  # 1111,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008929 - 000,11/29/21 20:27,1111 Avalon Ave,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008930 - 000,11/29/21 20:26,1106 Conway Dr  # 136,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008931 - 000,11/29/21 21:34,201 SB,551 - Assist police or other governmental agency,Yes,Yes,,,,,
0008932 - 000,11/29/21 21:40,500 N Edward Gary St  # 128,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008933 - 000,11/29/21 22:18,1400 Clarewood Dr  # 419,553 - Public service,Yes,Yes,,,,,
0008934 - 000,11/30/21 2:35,1701 N IH 35  # 117,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008935 - 000,11/30/21 3:45,199 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008936 - 000,11/30/21 4:02,316 Sherbarb St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008937 - 000,11/30/21 7:27,1351 Sadler Dr  # 306,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008938 - 000,11/30/21 11:12,1506 S IH 35  # 422,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008939 - 000,11/30/21 11:26,E Hopkins St,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008940 - 000,11/30/21 11:27,1740 Old Ranch Road 12  # BLDG1,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008941 - 000,11/30/21 12:36,S Guadalupe St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008942 - 000,11/30/21 12:42,1807 Airport Dr,"240 - Explosion (no fire), other",Yes,Yes,,,,,
0008943 - 000,11/30/21 13:03,111 Centerpoint Ct,"745 - Alarm system sounded, no fire - unintentional",Yes,Yes,,,,,
0008944 - 000,11/30/21 13:04,202 NB,622 - No incident found on arrival at dispatch address,Yes,Yes,,,,,
0008945 - 000,11/30/21 15:54,702 Alabama St,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008947 - 000,11/30/21 16:49,205 NB,323 - Motor vehicle/pedestrian accident (MV Ped),Yes,Yes,,,,,
0008948 - 000,11/30/21 17:06,3939 S IH 35,671 - Hazmat release investigation w/ no hazmat,Yes,Yes,,,,,
0008949 - 000,11/30/21 17:07,1401 Wonder World Dr  # 18,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008950 - 000,11/30/21 17:51,519 Valley St,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008953 - 000,11/30/21 18:56,Broadway St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008954 - 000,11/30/21 19:40,1360 Thorpe Ln  # 5106,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008955 - 000,11/30/21 20:02,2600 Hunter Rd  # 4302,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008956 - 000,11/30/21 20:58,1600 N IH 35  # 108,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008957 - 000,12/1/21 3:12,345 Champions Blvd  # 1221,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008958 - 000,12/1/21 4:11,201 SB,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008960 - 000,12/1/21 8:04,210 W Access Rd,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008961 - 000,12/1/21 8:24,201 NB,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008962 - 000,12/1/21 9:01,300 S Stagecoach Trl  # 1228,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes,,,,,
0008963 - 000,12/1/21 10:00,1010 Uhland Rd,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008964 - 000,12/1/21 10:41,205 SB,"400 - Hazardous condition, other",Yes,Yes,,,,,
0008965 - 000,12/1/21 10:50,802 Leah Ave  # 302,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008966 - 000,12/1/21 11:03,206 SB,"400 - Hazardous condition, other",Yes,Yes,,,,,
0008967 - 000,12/1/21 11:44,1401 Wonder World Dr  # 307,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008968 - 000,12/1/21 11:48,133 Roanwood Dr,671 - Hazmat release investigation w/ no hazmat,Yes,Yes,,,,,
0008969 - 000,12/1/21 11:55,202 SB,322 - Vehicle accident with injuries,Yes,Yes,,,,,
0008970 - 000,12/1/21 13:09,E San Antonio St,324 - Motor vehicle accident with no injuries,Yes,Yes,,,,,
0008971 - 000,12/1/21 13:54,126 Texas Ave,"700 - False alarm or false call, other",Yes,Yes,,,,,
0008972 - 000,12/1/21 14:06,1650 River Rd  # 518,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008973 - 000,12/1/21 15:30,Ellis St,611 - Dispatched & cancelled en route,Yes,Yes,,,,,
0008974 - 000,12/1/21 16:37,Hwy 80,"118 - Trash or rubbish fire, contained",Yes,Yes,,,,,
0008975 - 000,12/1/21 17:39,1351 Sadler Dr  # 400-401A,"311 - Medical assist, assist EMS crew",Yes,Yes,,,,,
0008976 - 000,12/1/21 20:29,917 N IH 35,"700 - False alarm or false call, other",Yes,Yes,,,,,
0008977 - 000,12/1/21 23:04,584 Lookout Ridge Lp,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
0008978 - 000,12/1/21 23:29,804 Chestnut St  # D,611E - EMS: Dispatched & cancelled en route,Yes,Yes,,,,,
